Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
D6P352	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
D6P353	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P354	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P355	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P356	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
D6P357	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P358	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P359	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P360	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P361	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P362	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P363	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P364	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P365	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P366	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P367	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P368	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P369	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P370	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P371	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P372	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	84	IPR000012	1..82
D6P373	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	92	IPR000012	2..78
D6P374	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P375	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P376	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P377	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P378	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
D6P379	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P380	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..51
D6P381	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P382	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P383	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P384	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P385	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	69	IPR000012	1..69
D6P386	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P387	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P388	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6P389	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
D6P390	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
D6QZE7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6QZF6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6QZG5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6QZH4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6QZI3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6QZJ2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6R001	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6R010	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6R019	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6R028	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
D6R037	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6R046	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6R055	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D6RVT1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7NZJ4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..81
D7NZK3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7NZL2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7NZM1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7NZN0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7NZN9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7NZP8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7NZQ7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7NZR6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7NZS5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7RN98	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D7UPK1	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	111	IPR000012	4..92
D7UPK2	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	104	IPR000012	7..88
D7UPL0	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	111	IPR000012	4..92
D7UPL1	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	104	IPR000012	7..88
D7UPL9	unreviewed	Vpx protein	11709	Human immunodeficiency virus 2	111	IPR000012	4..92
D7UPM0	unreviewed	Protein Vpr	11709	Human immunodeficiency virus 2	104	IPR000012	7..88
D8WRV5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D8WWW9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D8X0V4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..80
D8X0W3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	91	IPR000012	3..77
D8X0X2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D8X0Y1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D8X0Z0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D8X101	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D8X110	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D8X119	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D8X128	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
D9N3U0	unreviewed	Vpx protein	11723	Simian immunodeficiency virus	112	IPR000012	5..98
D9N3V9	unreviewed	Vpx protein	11723	Simian immunodeficiency virus	112	IPR000012	5..98
D9N3W0	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	101	IPR000012	3..84
D9N3Y1	unreviewed	Vpx protein	11723	Simian immunodeficiency virus	112	IPR000012	5..98
D9N400	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	101	IPR000012	2..84
D9N447	unreviewed	Vpx protein	11723	Simian immunodeficiency virus	112	IPR000012	5..98
D9N448	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	101	IPR000012	3..84
D9N468	unreviewed	Vpx protein	11723	Simian immunodeficiency virus	112	IPR000012	5..98
D9N469	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	101	IPR000012	3..84
E0A9X2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0A9Y5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0A9Z7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0AA17	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0AA26	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	98	IPR000012	1..82
E0AA36	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	98	IPR000012	1..82
E0AA42	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0AA55	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0AAT5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0AAV8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0AB38	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0AB41	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0AB44	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0AB59	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
E0ABQ8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0ABY5	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ABY8	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ABZ1	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ABZ4	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ABZ7	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC00	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC03	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC57	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC60	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC63	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC66	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC69	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC72	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC75	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC78	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0AC81	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACE0	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACE3	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACE6	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACE9	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACF2	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACF5	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACF8	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACG1	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACG4	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACG6	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACG9	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0ACH2	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	31	IPR000012	1..31
E0WWH1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0WWI0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0WWI9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0WWJ8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHL2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHM0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHM8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHN6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHP4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHQ7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHR4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHS6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHT3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHU0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHU7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHV4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHW1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YHW6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
E0YHX4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YI14	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YI21	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YI27	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YI35	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YI51	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YI69	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YI99	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YIB2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YIC5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YID2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YID9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YII6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E0YIK1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E1ANU0	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	105	IPR000012	3..87
E1ANU1	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	100	IPR000012	1..83
E1ANU9	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	105	IPR000012	3..87
E1ANV0	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	100	IPR000012	2..82
E2CX67	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E2CXB7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E2CXD5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E2DU47	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E2DU56	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3T8E5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3T8F4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3T8G3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3T8H2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3T8I0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3T8I9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3W240	unreviewed	Vpr protein	1081704	Simian immunodeficiency virus - agm.Sab92018	138	IPR000012	23..107
E3W358	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3W364	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3W369	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3WDN0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3WDN9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3WDP8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3WDR3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3WDS2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3WDT1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3WDU9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3WDW7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E3WDY5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E5RCM1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E5RDP1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	98	IPR000012	1..82
E5RDQ3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E5RVU5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E5RVV4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E5RVW3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
E5RVX2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E5RVY1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
E8ZER0	unreviewed	Protein Vpr	878457	SIVcpz Ptt-04Cam155	96	IPR000012	1..82
E8ZER8	unreviewed	Protein Vpr	878458	SIVcpz Ptt-09Cam155	96	IPR000012	1..82
F1B0G4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1B0H3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1B0I2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1B0J1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	92	IPR000012	1..82
F1B2A0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1B2A8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1B2J3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K155	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K188	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K195	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K1A2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K1A9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K1B5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K1C2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K1C9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K1E2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K1E8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
F1K1F5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
